,datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source,tzoffset
979,2007-09-07,1189137600,31.4,20.0,25.5,33.5,20.0,26.2,19.0,68.5,0.0,,0.0,,,,,18.1,,1022.9,17.4,15.8,,,0.0,06:44:39,1189161879,19:30:21,1189207821,0.92,Clear,Clear conditions throughout the day.,clear-day,"['72401993773', '72029703730', '72401013740', '72308493775', '72028503734']",obs,-4.0
980,2007-09-08,1189224000,30.4,18.5,24.2,31.2,18.5,24.5,17.2,66.98,0.0,,0.0,,,,,14.8,,1020.0,8.1,16.0,,,0.0,06:45:29,1189248329,19:28:50,1189294130,0.96,Clear,Clear conditions throughout the day.,clear-day,"['72401993773', '72029703730', '72401013740', '72308493775', '72028503734']",obs,-4.0
981,2007-09-09,1189310400,32.1,16.8,24.2,35.3,16.8,25.3,19.5,76.81,0.0,,0.0,,,,,17.0,,1016.4,36.2,15.0,,,0.0,06:46:19,1189334779,19:27:19,1189380439,0.98,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"['72401993773', '72029703730', '72401013740', '72308493775', '72028503734']",obs,-4.0
982,2007-09-10,1189396800,33.1,21.4,27.1,36.0,21.4,28.6,21.1,71.87,0.07,,4.17,,,,,14.1,,1014.7,62.7,14.9,,,0.0,06:47:09,1189421229,19:25:47,1189466747,1.0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['72401993773', '72029703730', '72401013740', '72308493775', '72028503734']",obs,-4.0
983,2007-09-11,1189483200,33.9,22.9,26.6,35.5,22.9,27.2,19.8,67.53,2.17,,12.5,,,,48.2,23.1,,1009.9,75.7,12.1,,,0.0,06:47:59,1189507679,19:24:15,1189553055,1.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['72401993773', '72029703730', '72401013740', '72308493775', '72028503734']",obs,-4.0
984,2007-09-12,1189569600,29.0,18.3,23.9,27.7,18.3,23.6,12.9,55.2,0.07,,4.17,,,,,12.9,,1016.1,36.6,14.0,,,0.0,06:48:49,1189594129,19:22:43,1189639363,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['72401993773', '72029703730', '72401013740', '72308493775', '72028503734']",obs,-4.0
985,2007-09-13,1189656000,28.2,16.8,22.2,28.5,16.8,22.3,14.7,63.58,0.0,,0.0,,,,,14.2,,1021.0,71.2,16.0,,,0.0,06:49:39,1189680579,19:21:11,1189725671,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72401993773', '72029703730', '72401013740', '72308493775', '72028503734']",obs,-4.0
986,2007-09-14,1189742400,26.8,17.0,21.8,27.3,17.0,21.8,16.1,72.33,17.22,,20.83,,,,,16.0,,1018.0,71.2,14.2,,,0.0,06:50:29,1189767029,19:19:38,1189811978,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['72401993773', '72029703730', '72401013740', '72308493775', '72028503734']",obs,-4.0
987,2007-09-15,1189828800,25.0,14.7,19.7,25.0,14.7,19.7,12.2,66.31,8.98,,20.83,,,,,28.9,,1017.0,56.4,11.0,,,0.0,06:51:19,1189853479,19:18:06,1189898286,0.07,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"['72401993773', '72029703730', '72401013740', '72308493775', '72028503734']",obs,-4.0
988,2007-09-16,1189915200,21.1,9.0,15.0,21.1,7.7,14.9,6.4,58.42,0.0,,0.0,,,,,15.0,,1025.4,32.9,16.0,,,0.0,06:52:09,1189939929,19:16:33,1189984593,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72401993773', '72029703730', '72401013740', '72308493775', '72028503734']",obs,-4.0
989,2007-09-17,1190001600,21.8,8.8,15.4,21.8,7.6,15.2,8.9,67.76,0.0,,0.0,,,,,13.5,,1027.5,24.1,15.8,,,0.0,06:52:59,1190026379,19:15:00,1190070900,0.14,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"['72401993773', '72029703730', '72401013740', '72308493775', '72028503734']",obs,-4.0
990,2007-09-18,1190088000,23.4,10.3,16.6,23.4,10.3,16.6,10.4,69.15,0.0,,0.0,,,,,14.8,,1027.3,26.9,15.7,,,0.0,06:53:49,1190112829,19:13:27,1190157207,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72401993773', '72029703730', '72401013740', '72308493775', '72028503734']",obs,-4.0
991,2007-09-19,1190174400,25.0,13.8,19.3,25.0,13.8,19.3,13.9,72.05,0.04,,4.17,,,,,14.9,,1024.8,82.7,16.0,,,0.0,06:54:39,1190199279,19:11:54,1190243514,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['72401993773', '72029703730', '72311403715', '72401493714', '72401013740', '72308493775', '72028503734']",obs,-4.0
992,2007-09-20,1190260800,22.9,15.3,19.0,22.9,15.3,19.0,14.1,74.96,0.05,,16.67,,,,,12.4,,1022.3,66.7,15.5,,,0.0,06:55:30,1190285730,19:10:21,1190329821,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['72401993773', '72029703730', '72311403715', '72401493714', '72401013740', '72308493775', '72028503734']",obs,-4.0
993,2007-09-21,1190347200,26.7,17.4,22.0,28.1,17.4,22.1,17.6,76.5,0.13,,8.33,,,,,9.0,,1020.8,83.1,15.7,,,0.0,06:56:20,1190372180,19:08:48,1190416128,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['72401993773', '72029703730', '72311403715', '72401493714', '72401013740', '72308493775', '72028503734']",obs,-4.0
994,2007-09-22,1190433600,31.2,22.1,25.2,32.7,22.1,25.8,20.5,77.12,0.0,,0.0,,,,,11.8,,1019.2,71.3,14.1,,,0.0,06:57:11,1190458631,19:07:16,1190502436,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72401993773', '72029703730', '72311403715', '72401493714', '72401013740', '72308493775', '72028503734']",obs,-4.0
995,2007-09-23,1190520000,31.2,16.1,24.3,31.5,16.1,24.4,16.6,65.36,0.0,,0.0,,,,,21.8,,1021.3,9.8,13.3,,,0.0,06:58:02,1190545082,19:05:43,1190588743,0.43,Clear,Clear conditions throughout the day.,clear-day,"['72401993773', '72029703730', '72311403715', '72401493714', '72401013740', '72308493775', '72028503734']",obs,-4.0
996,2007-09-24,1190606400,29.6,12.7,20.4,28.2,12.7,20.2,11.2,60.18,0.07,,4.17,,,,,8.4,,1023.7,7.2,15.6,,,0.0,06:58:52,1190631532,19:04:10,1190675050,0.46,Rain,Clear conditions throughout the day with early morning rain.,rain,"['72401993773', '72029703730', '72311403715', '72401493714', '72401013740', '72308493775', '72028503734']",obs,-4.0
997,2007-09-25,1190692800,30.5,13.4,21.8,30.2,13.4,21.8,14.8,68.05,0.07,,4.17,,,,,13.1,,1021.9,4.0,14.6,,,0.0,06:59:43,1190717983,19:02:37,1190761357,0.49,Rain,Clear conditions throughout the day with afternoon rain.,rain,"['72401993773', '72029703730', '72311403715', '72401493714', '72401013740', '72308493775', '72028503734']",obs,-4.0
998,2007-09-26,1190779200,32.9,16.8,24.5,33.1,16.8,24.6,15.4,59.25,0.0,,0.0,,,,,21.1,,1018.1,17.2,16.0,,,0.0,07:00:35,1190804435,19:01:05,1190847665,0.5,Clear,Clear conditions throughout the day.,clear-day,"['72401993773', '72029703730', '72311403715', '72401493714', '72401013740', '72308493775', '72028503734']",obs,-4.0
999,2007-09-27,1190865600,31.2,20.6,24.8,31.9,20.6,25.1,18.1,68.04,0.0,,0.0,,,,,14.5,,1014.1,56.8,15.3,,,0.0,07:01:26,1190890886,18:59:33,1190933973,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72401993773', '72029703730', '72311403715', '72401493714', '72401013740', '72308493775', '72028503734']",obs,-4.0
1000,2007-09-28,1190952000,29.3,18.1,23.3,28.0,18.1,23.1,13.1,58.48,0.0,,0.0,,,,,30.2,,1014.8,44.3,15.3,,,0.0,07:02:18,1190977338,18:58:01,1191020281,0.53,Partially cloudy,Partly cloudy throughout the day.,wind,"['72401993773', '72029703730', '72311403715', '72401493714', '72401013740', '72308493775', '72028503734']",obs,
1001,2007-09-29,1191038400,25.2,13.4,18.4,25.2,13.4,18.4,7.4,50.9,0.0,,0.0,,,,,20.0,,1026.5,0.9,16.0,,,0.0,07:03:09,1191063789,18:56:29,1191106589,0.55,Clear,Clear conditions throughout the day.,clear-day,"['72401993773', '72029703730', '72311403715', '72401493714', '72401013740', '72308493775', '72028503734']",obs,
1002,2007-09-30,1191124800,25.9,10.0,17.7,25.9,10.0,17.7,9.7,62.89,0.0,,0.0,,,,,14.0,,1030.9,31.6,16.0,,,0.0,07:04:01,1191150241,18:54:57,1191192897,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72401993773', '72029703730', '72311403715', '72401493714', '72401013740', '72308493775', '72028503734']",obs,
1003,2007-10-01,1191211200,25.9,12.4,18.5,25.9,12.4,18.5,12.2,69.93,0.0,,0.0,,,,,15.0,,1029.3,34.2,16.0,,,0.0,07:04:53,1191236693,18:53:26,1191279206,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72401993773', '72029703730', '72311403715', '72401013740', '72308493775', '72028503734']",obs,
1004,2007-10-02,1191297600,27.3,14.1,20.1,27.5,14.1,20.2,15.4,76.61,0.07,,4.17,,,,,13.4,,1025.2,54.2,13.8,,,0.0,07:05:46,1191323146,18:51:55,1191365515,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['72401993773', '72029703730', '72311403715', '72401493714', '72401013740', '72308493775', '72028503734']",obs,
1005,2007-10-03,1191384000,28.3,17.8,22.0,29.6,17.8,22.2,18.6,82.11,0.0,,0.0,,,,,9.3,,1020.7,72.4,10.2,,,0.0,07:06:38,1191409598,18:50:25,1191451825,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72401993773', '72029703730', '72311403715', '72401493714', '72401013740', '72308493775', '72028503734']",obs,
1006,2007-10-04,1191470400,31.0,20.0,24.0,32.5,20.0,24.4,19.5,78.13,0.07,,4.17,,,,,12.1,,1021.7,62.3,10.8,,,0.0,07:07:31,1191496051,18:48:55,1191538135,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['72401993773', '72029703730', '72311403715', '72401493714', '72401013740', '72308493775', '72028503734']",obs,
1007,2007-10-05,1191556800,26.6,19.5,22.3,26.6,19.5,22.3,19.7,85.57,0.35,,16.67,,,,,15.5,,1025.0,74.9,11.5,,,0.0,07:08:24,1191582504,18:47:25,1191624445,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['72401993773', '72029703730', '72311403715', '72401493714', '72401013740', '72308493775', '72028503734']",obs,
1008,2007-10-06,1191643200,28.9,20.5,23.4,30.0,20.5,23.6,19.1,78.58,0.07,,4.17,,,,,7.6,,1022.7,68.5,12.4,,,0.0,07:09:18,1191668958,18:45:56,1191710756,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['72401993773', '72029703730', '72311403715', '72401493714', '72401013740', '72308493775', '72028503734']",obs,
1009,2007-10-07,1191729600,33.5,18.3,25.1,33.2,18.3,25.2,17.5,67.89,0.0,,0.0,,,,,13.9,,1018.3,19.1,11.7,,,0.0,07:10:11,1191755411,18:44:27,1191797067,0.94,Clear,Clear conditions throughout the day.,clear-day,"['72401993773', '72029703730', '72311403715', '72401493714', '72401013740', '72308493775', '72028503734']",obs,
1010,2007-10-08,1191816000,31.9,19.4,24.5,33.1,19.4,24.8,18.7,72.71,0.0,,0.0,,,,,9.6,,1016.3,18.3,10.6,,,0.0,07:11:05,1191841865,18:42:59,1191883379,0.97,Clear,Clear conditions throughout the day.,clear-day,"['72401993773', '72029703730', '72311403715', '72401493714', '72401013740', '72308493775', '72028503734']",obs,
1011,2007-10-09,1191902400,33.9,19.3,26.5,34.1,19.3,26.6,17.2,60.37,0.07,,4.17,,,,,16.5,,1010.8,35.1,13.1,,,0.0,07:12:00,1191928320,18:41:31,1191969691,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['72401993773', '72029703730', '72311403715', '72401493714', '72401013740', '72308493775', '72028503734']",obs,
1012,2007-10-10,1191988800,28.0,18.4,23.6,27.5,18.4,23.5,14.9,60.76,0.14,,20.83,,,,,16.7,,1006.9,61.2,15.0,,,0.0,07:12:54,1192014774,18:40:04,1192056004,1.0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['72401993773', '72029703730', '72311403715', '72401013740', '72308493775', '72028503734']",obs,
1013,2007-10-11,1192075200,20.1,13.3,16.5,20.1,13.3,16.5,5.2,49.16,0.0,,0.0,,,,,24.8,,1005.6,55.2,15.2,,,0.0,07:13:49,1192101229,18:38:38,1192142318,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72401993773', '72029703730', '72311403715', '72401013740', '72308493775', '72028503734']",obs,
1014,2007-10-12,1192161600,22.3,10.1,15.7,22.3,10.1,15.7,3.9,47.21,0.0,,0.0,,,,,23.2,,1010.4,32.7,16.0,,,0.0,07:14:44,1192187684,18:37:12,1192228632,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72401993773', '72029703730', '72311403715', '72401013740', '72308493775', '72028503734']",obs,
1015,2007-10-13,1192248000,21.3,11.0,15.7,21.3,11.0,15.7,5.1,51.74,0.0,,0.0,,,,,13.9,,1016.5,37.5,16.0,,,0.0,07:15:40,1192274140,18:35:47,1192314947,0.02,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['72401993773', '72029703730', '72311403715', '72401013740', '72308493775', '72028503734']",obs,
1016,2007-10-14,1192334400,22.9,8.2,15.1,22.9,7.9,15.0,5.4,57.29,0.0,,0.0,,,,,11.0,,1020.2,14.5,15.8,,,0.0,07:16:36,1192360596,18:34:22,1192401262,0.05,Clear,Clear conditions throughout the day.,clear-day,"['72401993773', '72029703730', '72311403715', '72401013740', '72308493775', '72028503734']",obs,
1017,2007-10-15,1192420800,24.7,7.8,16.0,24.7,7.8,16.0,7.9,62.44,0.0,,0.0,,,,,10.0,,1022.5,35.0,15.2,,,0.0,07:17:32,1192447052,18:32:59,1192487579,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72401993773', '72029703730', '72311403715', '72401013740', '72308493775', '72028503734']",obs,
1018,2007-10-16,1192507200,26.3,11.3,18.6,26.3,11.3,18.6,11.0,63.93,0.0,,0.0,,,,,12.8,,1020.8,55.5,15.0,,,0.0,07:18:29,1192533509,18:31:36,1192573896,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72401993773', '72029703730', '72311403715', '72401013740', '72308493775', '72028503734']",obs,
1019,2007-10-17,1192593600,28.4,13.4,20.2,27.8,13.4,20.2,13.0,67.18,0.0,,0.0,,,,,13.5,,1019.6,39.7,12.5,,,0.0,07:19:26,1192619966,18:30:14,1192660214,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72401993773', '72029703730', '72311403715', '72401013740', '72308493775', '72028503734']",obs,
1020,2007-10-18,1192680000,27.6,17.3,21.8,28.9,17.3,21.9,18.3,81.08,0.42,,29.17,,,,,18.8,,1014.5,58.2,12.6,,,0.0,07:20:23,1192706423,18:28:53,1192746533,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['72401993773', '72029703730', '72311403715', '72401013740', '72308493775', '72028503734']",obs,
1021,2007-10-19,1192766400,27.0,22.1,24.6,28.7,22.1,24.8,20.4,77.8,0.4,,20.83,,,,,24.0,,1006.7,87.7,15.4,,,0.0,07:21:20,1192792880,18:27:32,1192832852,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['72401993773', '72029703730', '72311403715', '72401493714', '72401013740', '72308493775', '72028503734']",obs,
1022,2007-10-20,1192852800,25.1,12.5,20.3,25.1,12.5,20.3,9.3,52.24,0.0,,4.17,,,,,23.5,,1011.1,34.8,16.0,,,0.0,07:22:18,1192879338,18:26:13,1192919173,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72401993773', '72029703730', '72311403715', '72401493714', '72401013740', '72308493775', '72028503734']",obs,
1023,2007-10-21,1192939200,26.8,7.2,16.5,26.3,7.2,16.4,5.9,55.83,0.0,,0.0,,,,,19.5,,1023.2,13.1,15.7,,,0.0,07:23:17,1192965797,18:24:55,1193005495,0.36,Clear,Clear conditions throughout the day.,clear-day,"['72401993773', '72029703730', '72311403715', '72401493714', '72401013740', '72308493775', '72028503734']",obs,
1024,2007-10-22,1193025600,28.3,11.5,19.2,27.9,11.5,19.2,11.7,64.39,0.0,,0.0,,,,,19.8,,1023.5,44.6,15.8,,,0.0,07:24:15,1193052255,18:23:37,1193091817,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72401993773', '72029703730', '72311403715', '72401493714', '72401013740', '72308493775', '72028503734']",obs,
1025,2007-10-23,1193112000,28.4,16.4,22.6,28.8,16.4,22.7,16.1,68.59,0.0,,0.0,,,,,28.7,,1014.2,73.7,14.7,,,0.0,07:25:14,1193138714,18:22:21,1193178141,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72401993773', '72029703730', '72311403715', '72401493714', '72401013740', '72308493775', '72028503734']",obs,
1026,2007-10-24,1193198400,25.9,18.0,21.4,25.9,18.0,21.4,18.7,84.68,27.55,,58.33,,,,,23.7,,1011.3,90.7,12.8,,,0.0,07:26:14,1193225174,18:21:05,1193264465,0.48,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['72401993773', '72029703730', '72311403715', '72401493714', '72401013740', '72308493775', '72028503734']",obs,
1027,2007-10-25,1193284800,17.5,13.8,14.7,17.5,13.8,14.7,13.3,91.51,22.63,,83.33,,,,,25.8,,1020.1,100.0,6.1,,,0.0,07:27:14,1193311634,18:19:51,1193350791,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['72401993773', '72029703730', '72311403715', '72401493714', '72401013740', '72308493775', '72028503734']",obs,
1028,2007-10-26,1193371200,19.0,16.3,17.8,19.0,16.3,17.8,16.5,92.08,35.01,,95.83,,,,,16.3,,1022.5,99.9,6.4,,,0.0,07:28:14,1193398094,18:18:38,1193437118,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['72401993773', '72029703730', '72311403715', '72401493714', '72401013740', '72308493775', '72028503734']",obs,
1029,2007-10-27,1193457600,23.3,13.7,19.6,23.3,13.7,19.6,14.6,74.78,6.9,,41.67,,,,,20.0,,1019.4,72.4,13.2,,,0.0,07:29:14,1193484554,18:17:26,1193523446,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"['72401993773', '72029703730', '72311403715', '72401493714', '72401013740', '72308493775', '72028503734']",obs,
1030,2007-10-28,1193544000,16.5,7.5,11.9,16.5,6.0,11.6,3.5,60.07,0.0,,0.0,,,,50.0,28.1,,1028.8,36.1,15.6,,,0.0,07:30:15,1193571015,18:16:15,1193609775,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72401993773', '72029703730', '72311403715', '72401493714', '72401013740', '72308493775', '72028503734']",obs,
1031,2007-10-29,1193630400,15.1,3.1,8.1,15.1,0.9,7.3,0.4,61.52,0.0,,0.0,,,,,10.0,,1033.6,10.4,15.9,,,0.0,07:31:16,1193657476,18:15:06,1193696106,0.58,Clear,Clear conditions throughout the day.,clear-day,"['72401993773', '72029703730', '72311403715', '72401493714', '72401013740', '72308493775', '72028503734']",obs,
1032,2007-10-30,1193716800,18.1,1.5,9.1,18.1,1.5,9.1,1.7,65.32,0.0,,0.0,,,,,9.8,,1031.3,0.0,15.6,,,0.0,07:32:17,1193743937,18:13:57,1193782437,0.63,Clear,Clear conditions throughout the day.,clear-day,"['72401993773', '72029703730', '72311403715', '72401493714', '72401013740', '72308493775', '72028503734']",obs,
1033,2007-10-31,1193803200,21.7,3.5,12.0,21.7,3.5,12.1,6.6,72.08,0.0,,0.0,,,,,19.9,,1027.0,2.8,14.7,,,0.0,07:33:19,1193830399,18:12:50,1193868770,0.68,Clear,Clear conditions throughout the day.,clear-day,"['72401993773', '72029703730', '72311403715', '72401493714', '72401013740', '72308493775', '72028503734']",obs,
1034,2007-11-01,1193889600,23.9,11.0,16.5,23.9,11.0,16.5,10.0,68.76,0.0,,0.0,,,,,22.8,,1020.0,44.7,14.9,,,0.0,07:34:21,1193916861,18:11:45,1193955105,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72401993773', '72029703730', '72311403715', '72401493714', '72401013740', '72308493775', '72028503734']",obs,
1035,2007-11-02,1193976000,16.0,7.2,11.9,16.0,4.6,11.2,2.1,51.9,0.0,,0.0,,,,,26.9,,1023.3,52.0,16.0,,,0.0,07:35:23,1194003323,18:10:40,1194041440,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72401993773', '72029703730', '72311403715', '72401493714', '72401013740', '72308493775', '72028503734']",obs,
1036,2007-11-03,1194062400,18.3,5.1,11.6,18.3,5.1,11.4,1.2,52.39,0.0,,0.0,,,,,26.6,,1014.4,47.7,16.0,,,0.0,07:36:26,1194089786,18:09:37,1194127777,0.84,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['72401993773', '72311403715', '72401493714', '72401013740', '72308493775', '72028503734']",obs,
1037,2007-11-04,1194148800,17.3,1.0,8.7,17.3,1.0,8.7,0.1,60.82,0.0,,0.0,,,,,16.0,,1015.1,26.4,15.9,,,0.0,06:37:28,1194176248,17:08:36,1194214116,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72401993773', '72029703730', '72311403715', '72401493714', '72401013740', '72308493775', '72028503734']",obs,
1038,2007-11-05,1194238800,17.8,3.2,10.4,17.8,1.9,10.3,0.3,54.87,0.76,,4.17,,,,,17.2,,1016.2,28.5,15.7,,,0.0,06:38:31,1194262711,17:07:36,1194300456,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['72401993773', '72311403715', '72401493714', '72401013740', '72308493775', '72028503734']",obs,-5.0
1039,2007-11-06,1194325200,14.7,4.2,11.2,14.7,2.1,10.8,0.2,49.73,1.92,,29.17,,,,,28.0,,1013.2,56.9,15.6,,,0.0,06:39:35,1194349175,17:06:37,1194386797,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['72401993773', '72311403715', '72401493714', '72401013740', '72308493775', '72028503734']",obs,-5.0
1040,2007-11-07,1194411600,12.8,0.7,6.0,12.8,0.1,5.2,-3.6,52.62,0.0,,0.0,,,,48.2,20.5,,1022.3,19.3,16.0,,,0.0,06:40:38,1194435638,17:05:40,1194473140,0.98,Clear,Clear conditions throughout the day.,clear-day,"['72401993773', '72029703730', '72311403715', '72401493714', '72401013740', '72308493775', '72028503734']",obs,-5.0
1041,2007-11-08,1194498000,10.1,-1.2,4.2,10.1,-3.0,3.6,-3.7,59.7,0.0,,0.0,,,,,10.1,,1023.7,49.8,16.0,,,0.0,06:41:42,1194522102,17:04:44,1194559484,1.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72401993773', '72029703730', '72311403715', '72401493714', '72401013740', '72308493775', '72028503734']",obs,-5.0
1042,2007-11-09,1194584400,12.1,0.6,7.0,12.1,0.6,6.8,0.4,65.43,0.57,,12.5,,,,,11.6,,1018.8,93.1,15.8,,,0.0,06:42:45,1194608565,17:03:50,1194645830,1.0,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"['72401993773', '72029703730', '72311403715', '72401493714', '72401013740', '72308493775']",obs,-5.0
1043,2007-11-10,1194670800,9.2,2.4,6.7,7.1,0.5,4.6,3.3,79.98,1.8,,20.83,,,,,20.8,,1019.0,66.9,12.2,,,0.0,06:43:49,1194695029,17:02:58,1194732178,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['72401993773', '72029703730', '72311403715', '72401493714', '72401013740', '72308493775', '72028503734']",obs,-5.0
1044,2007-11-11,1194757200,11.8,-0.7,5.9,11.8,-2.5,5.1,0.3,70.26,0.0,,0.0,,,,,11.7,,1026.9,30.8,12.0,,,0.0,06:44:53,1194781493,17:02:08,1194818528,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72401993773', '72029703730', '72311403715', '72401493714', '72401013740', '72308493775', '72028503734']",obs,-5.0
1045,2007-11-12,1194843600,18.4,7.1,11.7,18.4,5.3,11.1,4.3,61.57,0.0,,0.0,,,,,15.9,,1024.0,72.3,15.8,,,0.0,06:45:57,1194867957,17:01:19,1194904879,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72401993773', '72029703730', '72311403715', '72401493714', '72401013740', '72308493775', '72028503734']",obs,-5.0
1046,2007-11-13,1194930000,20.7,13.7,16.5,20.7,13.7,16.5,10.5,68.33,0.23,,4.17,,,,,15.2,,1016.8,84.3,15.3,,,0.0,06:47:01,1194954421,17:00:31,1194991231,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['72401993773', '72029703730', '72311403715', '72401493714', '72401013740', '72308493775', '72028503734']",obs,-5.0
1047,2007-11-14,1195016400,23.5,11.3,16.8,23.5,11.3,16.8,11.5,73.33,0.18,,4.17,,,,,19.2,,1012.6,64.4,10.9,,,0.0,06:48:05,1195040885,16:59:46,1195077586,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['72401993773', '72029703730', '72311403715', '72401493714', '72401013740', '72308493775', '72028503734']",obs,-5.0
1048,2007-11-15,1195102800,18.1,5.3,11.8,18.1,2.2,10.4,6.5,71.43,15.17,,41.67,,,,48.2,22.7,,1005.8,66.7,13.2,,,0.0,06:49:09,1195127349,16:59:02,1195163942,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['72401993773', '72029703730', '72311403715', '72401493714', '72401013740', '72308493775', '72028503734']",obs,-5.0
1049,2007-11-16,1195189200,10.0,1.1,6.0,7.1,0.9,3.2,-4.8,47.74,0.0,,0.0,,,,51.8,29.7,,1014.3,19.4,16.0,,,0.0,06:50:12,1195213812,16:58:20,1195250300,0.18,Clear,Clear conditions throughout the day.,clear-day,"['72401993773', '72029703730', '72311403715', '72401493714', '72401013740', '72308493775', '72028503734']",obs,-5.0
1050,2007-11-17,1195275600,12.0,0.3,6.0,12.0,-0.9,5.5,-2.4,58.39,0.0,,0.0,,,,,16.9,,1019.5,66.5,16.0,,,0.0,06:51:16,1195300276,16:57:40,1195336660,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72401993773', '72029703730', '72311403715', '72401493714', '72401013740', '72308493775', '72028503734']",obs,-5.0
1051,2007-11-18,1195362000,16.7,1.5,8.3,16.7,1.5,8.1,0.9,63.76,0.0,,0.0,,,,,7.1,,1022.0,44.4,15.5,,,0.0,06:52:20,1195386740,16:57:01,1195423021,0.28,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['72401993773', '72029703730', '72311403715', '72401493714', '72401013740', '72308493775']",obs,-5.0
