,datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source,tzoffset
0,2005-01-01,1104555600,22.0,6.4,13.5,22.0,6.4,13.4,9.2,77.28,0.0,,0.0,,,,,11.6,193.5,1029.0,62.4,15.2,,,0.0,07:24:43,1104582283,17:02:25,1104616945,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['99999993775', '72401013740', '72308493775']",obs,
1,2005-01-02,1104642000,11.3,6.7,9.1,11.3,6.0,8.7,7.0,87.01,0.0,,0.0,,,,,16.6,113.2,1033.7,87.4,15.1,,,0.0,07:24:51,1104668691,17:03:13,1104703393,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['99999993775', '72401013740', '72308493775']",obs,
2,2005-01-03,1104728400,21.1,5.3,13.3,21.1,5.3,13.2,10.0,82.26,0.0,,0.0,,,,,23.9,204.5,1027.5,67.1,13.6,,,0.0,07:24:57,1104755097,17:04:04,1104789844,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['99999993775', '72401013740', '72308493775']",obs,
3,2005-01-04,1104814800,24.2,14.4,18.6,24.2,14.4,18.6,13.3,72.18,3.3,,4.17,,,,,21.3,214.9,1021.8,74.3,15.5,,,0.0,07:25:00,1104841500,17:04:55,1104876295,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['99999993775', '72401013740', '72308493775']",obs,
4,2005-01-05,1104901200,13.4,8.9,10.5,13.4,6.5,10.1,10.5,100.0,0.3,,4.17,,,,,20.5,88.5,1018.2,79.2,1.5,,,0.0,07:25:02,1104927902,17:05:47,1104962747,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,['72401013740'],obs,
5,2005-01-06,1104987600,22.2,8.9,14.4,22.2,7.4,14.1,12.7,90.8,0.9,,12.5,,,,59.4,38.9,195.7,1011.4,67.1,9.5,,,0.0,07:25:01,1105014301,17:06:41,1105049201,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,['72401013740'],obs,
6,2005-01-07,1105074000,16.7,6.8,10.0,16.7,4.0,9.0,3.0,62.35,0.0,,0.0,,,,,24.1,129.3,1023.6,72.6,16.0,,,0.0,07:24:59,1105100699,17:07:36,1105135656,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['99999993775', '72401013740', '72308493775']",obs,
7,2005-01-08,1105160400,16.7,6.2,9.7,16.7,4.0,8.8,7.4,86.4,3.6,,20.83,,,,,22.3,148.6,1022.7,66.7,10.3,,,0.0,07:24:54,1105187094,17:08:32,1105222112,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['99999993775', '72401013740', '72308493775']",obs,
8,2005-01-09,1105246800,9.6,0.3,4.8,9.6,-0.1,4.0,1.2,78.31,0.06,,4.17,,,,,12.7,91.4,1028.9,17.3,15.3,,,0.0,07:24:48,1105273488,17:09:29,1105308569,1.0,Rain,Clear conditions throughout the day with morning rain.,rain,"['99999993775', '72401013740', '72308493775']",obs,
9,2005-01-10,1105333200,17.2,2.2,8.8,17.2,-0.6,7.6,4.6,78.58,0.0,,0.0,,,,,16.6,206.5,1021.3,53.8,12.2,,,0.0,07:24:39,1105359879,17:10:27,1105395027,1.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['99999993775', '72401013740', '72308493775']",obs,
10,2005-01-11,1105419600,13.2,2.7,7.8,13.2,2.4,7.5,4.7,81.82,0.0,,0.0,,,,,17.0,137.8,1021.9,63.4,12.5,,,0.0,07:24:28,1105446268,17:11:26,1105481486,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['99999993775', '72401013740', '72308493775']",obs,
11,2005-01-12,1105506000,21.0,7.3,13.9,21.0,5.5,13.6,10.9,83.03,0.0,,0.0,,,,,21.6,189.2,1020.5,59.9,11.0,,,0.0,07:24:15,1105532655,17:12:25,1105567945,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['99999993775', '72401013740', '72308493775']",obs,
12,2005-01-13,1105592400,23.2,15.1,19.0,23.2,15.1,19.0,15.6,81.51,0.91,,16.67,,,,59.4,39.8,185.7,1018.2,87.6,14.7,,,0.0,07:24:00,1105619040,17:13:26,1105654406,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['99999993775', '72401013740', '72308493775']",obs,
13,2005-01-14,1105678800,22.0,3.6,11.7,22.0,0.2,9.6,7.2,74.57,46.05,,33.33,,,,63.0,40.4,244.9,1020.2,81.3,13.1,,,0.0,07:23:44,1105705424,17:14:27,1105740867,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['99999993775', '72401013740', '72308493775']",obs,
14,2005-01-15,1105765200,3.9,-0.8,1.3,0.7,-4.7,-2.2,-7.5,53.28,0.0,,0.0,,,,,21.7,69.5,1038.3,44.9,16.0,,,0.0,07:23:25,1105791805,17:15:29,1105827329,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['99999993775', '72401013740', '72308493775']",obs,
15,2005-01-16,1105851600,3.9,-1.1,0.9,0.5,-5.6,-2.6,-3.9,70.45,0.0,,0.0,,,,,18.8,82.0,1029.4,77.1,16.0,,,0.0,07:23:04,1105878184,17:16:31,1105913791,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['99999993775', '72401013740', '72308493775']",obs,
16,2005-01-17,1105938000,1.3,-8.0,-2.7,-3.1,-12.4,-8.6,-14.6,42.12,0.0,,0.0,,,,51.8,29.3,333.0,1029.9,18.0,15.6,,,0.0,07:22:41,1105964561,17:17:34,1106000254,0.26,Clear,Clear conditions throughout the day.,clear-day,"['99999993775', '72401013740', '72308493775']",obs,
17,2005-01-18,1106024400,-2.9,-10.0,-7.0,-7.6,-14.9,-11.5,-18.7,40.19,0.0,,0.0,,,,,22.3,284.2,1038.5,4.4,16.0,,,0.0,07:22:16,1106050936,17:18:38,1106086718,0.31,Clear,Clear conditions throughout the day.,clear-day,"['99999993775', '72401013740', '72308493775']",obs,
18,2005-01-19,1106110800,-4.0,-10.8,-6.4,-7.3,-13.0,-10.7,-11.2,70.2,1.11,,12.5,,,0.0,,24.6,200.5,1026.4,68.1,14.3,,,0.0,07:21:49,1106137309,17:19:42,1106173182,0.36,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,snow,"['99999993775', '72401013740', '72308493775']",obs,
19,2005-01-20,1106197200,1.5,-5.6,-1.3,1.5,-8.1,-1.8,-4.6,78.92,1.71,,20.83,,,3.0,,7.9,169.6,1016.5,85.1,12.0,,,0.0,07:21:20,1106223680,17:20:47,1106259647,0.4,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,snow,"['99999993775', '72401013740', '72308493775']",obs,
20,2005-01-21,1106283600,0.1,-7.3,-2.2,-0.7,-9.9,-5.1,-8.4,66.13,0.6,,12.5,,,5.0,,17.0,40.5,1021.1,55.1,12.9,,,0.0,07:20:50,1106310050,17:21:52,1106346112,0.43,"Snow, Partially cloudy",Clearing in the afternoon with early morning rain.,snow,"['99999993775', '72401013740', '72308493775']",obs,
21,2005-01-22,1106370000,-1.1,-8.3,-4.4,-4.0,-11.7,-7.1,-6.9,83.39,10.97,,33.33,,,5.0,,13.5,194.7,1014.5,89.5,10.1,,,0.0,07:20:17,1106396417,17:22:57,1106432577,0.46,"Snow, Partially cloudy",Partly cloudy throughout the day with rain.,snow,"['99999993775', '72401013740', '72308493775']",obs,
22,2005-01-23,1106456400,-1.5,-8.6,-5.4,-5.2,-16.9,-12.6,-13.1,56.85,2.61,,4.17,,,3.0,59.4,35.0,332.8,1014.5,37.5,14.4,,,0.0,07:19:43,1106482783,17:24:03,1106519043,0.48,"Snow, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,snow,"['99999993775', '72401013740', '72308493775']",obs,
23,2005-01-24,1106542800,1.0,-13.2,-4.6,-0.7,-13.4,-7.8,-12.9,53.52,0.0,,0.0,,,3.0,,18.8,247.5,1021.4,54.1,16.0,,,0.0,07:19:06,1106569146,17:25:09,1106605509,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['99999993775', '72401013740', '72308493775']",obs,
24,2005-01-25,1106629200,5.0,-4.9,0.4,3.5,-4.9,-1.3,-6.6,60.08,0.0,,0.0,,,3.0,,12.0,138.2,1014.5,60.7,16.0,,,0.0,07:18:28,1106655508,17:26:15,1106691975,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['99999993775', '72401013740', '72308493775']",obs,
25,2005-01-26,1106715600,12.9,0.1,6.1,12.9,-3.8,4.0,0.6,68.29,0.69,,8.33,,,,,19.0,167.6,1006.6,74.3,15.5,,,0.0,07:17:48,1106741868,17:27:21,1106778441,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['99999993775', '72401013740', '72308493775']",obs,
26,2005-01-27,1106802000,4.7,-6.7,-1.9,2.8,-11.0,-7.4,-11.3,50.17,0.11,,4.17,,,,48.2,27.1,16.8,1027.9,26.9,15.7,,,0.0,07:17:07,1106828227,17:28:28,1106864908,0.52,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning rain.,snow,"['99999993775', '72401013740', '72308493775']",obs,
27,2005-01-28,1106888400,-1.1,-9.6,-5.7,-4.8,-15.4,-10.1,-16.2,44.31,0.0,,0.0,,,,,19.2,70.7,1041.5,26.2,16.0,,,0.0,07:16:23,1106914583,17:29:35,1106951375,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['99999993775', '72401013740', '72308493775']",obs,
28,2005-01-29,1106974800,2.1,-9.7,-3.1,2.0,-9.7,-3.8,-8.2,69.67,1.66,,20.83,,,,,13.2,219.0,1033.5,65.2,14.8,,,0.0,07:15:38,1107000938,17:30:41,1107037841,0.57,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,snow,"['99999993775', '72401013740', '72308493775']",obs,
29,2005-01-30,1107061200,1.3,-0.4,0.3,0.4,-4.8,-2.8,-0.3,95.61,14.76,,37.5,,,,,21.7,185.0,1019.1,87.2,9.1,,,0.0,07:14:51,1107087291,17:31:48,1107124308,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"['99999993775', '72401013740', '72308493775']",obs,
30,2005-01-31,1107147600,2.8,-3.2,0.1,-0.2,-8.6,-3.8,-3.0,79.67,0.0,,0.0,,,,,20.8,32.3,1026.7,49.4,15.9,,,0.0,07:14:02,1107173642,17:32:55,1107210775,0.66,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"['99999993775', '72401013740', '72308493775']",obs,
31,2005-02-01,1107234000,6.3,-2.2,1.5,6.0,-4.5,-0.6,-3.1,72.32,0.0,,0.0,,,,,13.5,44.3,1030.5,61.3,16.0,,,0.0,07:13:12,1107259992,17:34:02,1107297242,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['99999993775', '72401013740', '72308493775']",obs,
32,2005-02-02,1107320400,8.3,-4.7,1.3,6.9,-9.6,-0.5,-6.8,59.87,0.0,,0.0,,,,,13.2,69.4,1032.0,33.7,15.2,,,0.0,07:12:20,1107346340,17:35:08,1107383708,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['99999993775', '72401013740', '72308493775']",obs,
33,2005-02-03,1107406800,2.1,-1.4,0.5,1.4,-4.0,-1.0,-2.3,82.43,3.4,,29.17,,,3.0,,17.0,191.6,1026.0,85.1,9.5,,,0.0,07:11:27,1107432687,17:36:15,1107470175,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['99999993775', '72401013740', '72308493775']",obs,
34,2005-02-04,1107493200,8.9,0.7,4.5,6.0,-3.3,1.2,-0.2,74.0,0.0,,0.0,,,3.0,,25.3,340.3,1023.7,80.6,12.1,,,0.0,07:10:32,1107519032,17:37:22,1107556642,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['99999993775', '72401013740', '72308493775']",obs,
35,2005-02-05,1107579600,13.9,3.2,7.1,13.9,-0.5,5.4,-2.6,51.66,0.0,,0.0,,,,,20.3,164.2,1028.4,1.6,16.0,,,0.0,07:09:35,1107605375,17:38:28,1107643108,0.92,Clear,Clear conditions throughout the day.,clear-day,"['99999993775', '72401013740', '72308493775']",obs,
36,2005-02-06,1107666000,15.1,-1.2,6.5,15.1,-3.2,5.4,-2.3,57.04,0.0,,0.0,,,,,14.1,113.3,1033.1,21.0,15.6,,,0.0,07:08:37,1107691717,17:39:35,1107729575,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['99999993775', '72401013740', '72308493775']",obs,
37,2005-02-07,1107752400,16.1,0.7,7.2,16.1,0.7,6.6,-1.2,60.51,0.0,,0.0,,,,,11.6,140.2,1027.6,44.8,15.4,,,0.0,07:07:38,1107778058,17:40:41,1107816041,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['99999993775', '72401013740', '72308493775']",obs,
38,2005-02-08,1107838800,21.2,3.3,10.6,21.2,1.0,10.1,4.5,69.33,0.0,,0.0,,,,,15.2,186.8,1019.2,71.2,15.0,,,0.0,07:06:37,1107864397,17:41:47,1107902507,1.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['99999993775', '72401013740', '72308493775']",obs,
39,2005-02-09,1107925200,15.1,8.1,11.5,15.1,7.9,11.4,7.5,77.32,0.0,,0.0,,,,,15.6,237.4,1012.7,83.7,15.5,,,0.0,07:05:35,1107950735,17:42:52,1107988972,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['99999993775', '72401013740', '72308493775']",obs,
40,2005-02-10,1108011600,12.9,1.0,8.2,12.9,-3.1,5.9,1.8,67.94,1.38,,12.5,,,,53.6,37.1,297.2,1006.8,85.0,14.5,,,0.0,07:04:31,1108037071,17:43:58,1108075438,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"['99999993775', '72401013740', '72308493775']",obs,
41,2005-02-11,1108098000,7.2,-1.8,2.4,3.6,-6.9,-1.7,-12.5,34.92,0.0,,0.0,,,,,27.7,302.6,1013.9,21.5,16.0,,,0.0,07:03:26,1108123406,17:45:03,1108161903,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['99999993775', '72401013740', '72308493775']",obs,
42,2005-02-12,1108184400,14.0,-3.2,4.9,14.0,-6.5,3.2,-4.0,55.3,0.0,,0.0,,,,48.2,31.9,237.5,1012.8,11.7,16.0,,,0.0,07:02:20,1108209740,17:46:08,1108248368,0.08,Clear,Clear conditions throughout the day.,wind,"['99999993775', '72401013740', '72308493775']",obs,
43,2005-02-13,1108270800,13.2,-1.8,6.4,13.2,-1.8,5.8,-0.8,64.27,0.0,,0.0,,,,,21.0,101.2,1021.6,54.2,16.0,,,0.0,07:01:12,1108296072,17:47:13,1108334833,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['99999993775', '72401013740', '72308493775']",obs,
44,2005-02-14,1108357200,13.8,4.2,8.8,13.8,2.5,7.8,8.1,95.47,4.76,,45.83,,,,,25.3,155.5,1020.7,94.3,12.8,,,0.0,07:00:04,1108382404,17:48:18,1108421298,0.18,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['99999993775', '72401013740', '72308493775']",obs,
45,2005-02-15,1108443600,19.3,8.2,12.8,19.3,7.0,12.5,7.7,74.74,0.0,,0.0,,,,,21.0,207.2,1019.7,47.2,14.3,,,0.0,06:58:54,1108468734,17:49:22,1108507762,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['99999993775', '72401013740', '72308493775']",obs,
46,2005-02-16,1108530000,21.3,6.1,12.6,21.3,3.9,12.0,8.6,77.8,0.23,,4.17,,,,,26.1,196.4,1010.9,62.6,15.3,,,0.0,06:57:43,1108555063,17:50:26,1108594226,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['99999993775', '72401013740', '72308493775']",obs,
47,2005-02-17,1108616400,10.4,-1.4,4.8,10.4,-3.3,3.4,-4.8,53.66,0.0,,0.0,,,,48.2,28.9,260.0,1014.6,49.3,16.0,,,0.0,06:56:30,1108641390,17:51:29,1108680689,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['99999993775', '72401013740', '72308493775']",obs,
48,2005-02-18,1108702800,4.6,-3.2,0.4,0.8,-5.9,-2.6,-10.5,46.63,0.0,,0.0,,,,,25.7,201.7,1021.0,35.7,16.0,,,0.0,06:55:17,1108727717,17:52:33,1108767153,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['99999993775', '72401013740', '72308493775']",obs,
49,2005-02-19,1108789200,6.4,-7.5,-1.4,4.3,-8.5,-2.6,-9.4,57.87,0.0,,0.0,,,,,16.6,163.5,1028.9,14.3,15.9,,,0.0,06:54:03,1108814043,17:53:35,1108853615,0.41,Clear,Clear conditions throughout the day.,clear-day,"['99999993775', '72401013740', '72308493775']",obs,
50,2005-02-20,1108875600,8.3,-2.6,3.0,6.3,-4.9,1.1,-3.0,67.79,0.06,,4.17,,,,,17.4,110.1,1029.2,84.1,15.7,,,0.0,06:52:47,1108900367,17:54:38,1108940078,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['99999993775', '72401013740', '72308493775']",obs,
51,2005-02-21,1108962000,16.1,3.3,10.6,16.1,0.3,9.3,8.9,90.13,3.4,,16.67,,,,,19.9,217.1,1014.3,79.5,13.1,,,0.0,06:51:31,1108986691,17:55:40,1109026540,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['99999993775', '72401013740', '72308493775']",obs,
52,2005-02-22,1109048400,10.4,4.3,8.0,10.4,2.6,6.6,5.8,86.95,0.0,,0.0,,,,,20.8,122.3,1018.6,69.6,10.5,,,0.0,06:50:14,1109073014,17:56:42,1109113002,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['99999993775', '72401013740', '72308493775']",obs,
53,2005-02-23,1109134800,11.4,1.8,6.3,11.4,0.8,5.5,0.9,72.1,0.0,,0.0,,,,,21.5,106.4,1022.3,57.6,12.9,,,0.0,06:48:56,1109159336,17:57:44,1109199464,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['99999993775', '72401013740', '72308493775']",obs,
54,2005-02-24,1109221200,3.2,-0.4,1.3,1.8,-3.6,-2.0,0.8,96.77,12.78,,50.0,,,,,18.1,59.1,1019.3,94.8,7.6,,,0.0,06:47:36,1109245656,17:58:45,1109285925,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['99999993775', '72401013740', '72308493775']",obs,
55,2005-02-25,1109307600,2.9,-2.8,-0.3,0.9,-3.4,-1.3,-2.6,85.12,0.0,,0.0,,,,,17.4,131.3,1021.2,71.8,14.4,,,0.0,06:46:16,1109331976,17:59:46,1109372386,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['99999993775', '72401013740', '72308493775']",obs,
56,2005-02-26,1109394000,11.1,-5.3,2.2,11.1,-5.4,1.5,-2.3,76.47,0.0,,0.0,,,,,19.7,250.9,1023.7,12.4,12.7,,,0.0,06:44:56,1109418296,18:00:47,1109458847,0.53,Clear,Clear conditions throughout the day.,clear-day,"['99999993775', '72401013740', '72308493775']",obs,
57,2005-02-27,1109480400,6.4,-2.5,2.0,4.7,-5.3,0.3,-4.2,66.1,0.0,,0.0,,,,,13.4,74.5,1024.8,51.1,15.0,,,0.0,06:43:34,1109504614,18:01:47,1109545307,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['99999993775', '72401013740', '72308493775']",obs,
58,2005-02-28,1109566800,1.8,-0.4,0.9,-1.2,-4.9,-3.1,0.3,96.49,13.57,,75.0,,,,,19.9,109.0,1006.8,100.0,7.5,,,0.0,06:42:12,1109590932,18:02:47,1109631767,0.59,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['99999993775', '72401013740', '72308493775']",obs,
59,2005-03-01,1109653200,4.7,1.0,2.5,1.3,-4.2,-1.8,-3.4,68.98,0.0,,0.0,,,,53.6,34.0,258.3,1001.9,82.9,13.8,,,0.0,06:40:49,1109677249,18:03:47,1109718227,0.64,Partially cloudy,Partly cloudy throughout the day.,wind,"['99999993775', '72401013740', '72308493775']",obs,
60,2005-03-02,1109739600,6.0,-0.8,1.7,1.2,-6.0,-3.5,-10.3,41.38,0.0,,0.0,,,,51.8,32.9,286.2,1010.2,27.7,16.0,,,0.0,06:39:25,1109763565,18:04:46,1109804686,0.69,Partially cloudy,Partly cloudy throughout the day.,wind,"['99999993775', '72401013740', '72308493775']",obs,
61,2005-03-03,1109826000,6.0,-3.3,0.9,2.8,-7.6,-2.9,-10.4,43.13,0.0,,0.0,,,,,25.1,298.1,1016.3,1.6,16.0,,,0.0,06:38:01,1109849881,18:05:45,1109891145,0.74,Clear,Clear conditions throughout the day.,clear-day,"['99999993775', '72401013740', '72308493775']",obs,
62,2005-03-04,1109912400,9.4,-6.5,2.4,7.8,-6.5,1.3,-6.2,56.98,0.0,,0.0,,,,,19.0,201.5,1016.7,53.3,15.9,,,0.0,06:36:36,1109936196,18:06:44,1109977604,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['99999993775', '72401013740', '72308493775']",obs,
63,2005-03-05,1109998800,4.3,-0.4,2.1,4.3,-2.7,0.7,1.2,94.07,7.73,,37.5,,,,,14.5,70.4,1013.3,78.8,8.5,,,0.0,06:35:10,1110022510,18:07:43,1110064063,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['99999993775', '72401013740', '72308493775']",obs,
64,2005-03-06,1110085200,13.9,-3.0,5.9,13.9,-3.0,5.3,0.1,71.19,0.0,,0.0,,,,51.8,34.2,234.9,1014.3,5.4,11.5,,,0.0,06:33:44,1110108824,18:08:41,1110150521,0.9,Clear,Clear conditions throughout the day.,wind,"['99999993775', '72401013740', '72308493775']",obs,
65,2005-03-07,1110171600,22.0,2.9,13.6,22.0,0.8,13.3,-1.0,39.84,0.0,,0.0,,,,,33.5,209.8,1005.7,63.3,16.0,,,0.0,06:32:17,1110195137,18:09:39,1110236979,0.95,Partially cloudy,Partly cloudy throughout the day.,wind,"['99999993775', '72401013740', '72308493775']",obs,
66,2005-03-08,1110258000,16.0,-0.8,6.7,16.0,-7.4,3.3,-0.4,64.99,17.0,,41.67,,,,79.6,43.6,272.4,995.6,61.2,11.9,,,0.0,06:30:50,1110281450,18:10:36,1110323436,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['99999993775', '72401013740', '72308493775']",obs,
67,2005-03-09,1110344400,6.0,-5.8,0.3,2.4,-9.8,-2.9,-12.5,39.75,0.0,,0.0,,,,53.6,29.1,212.3,1012.8,28.0,16.0,,,0.0,06:29:22,1110367762,18:11:34,1110409894,1.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['99999993775', '72401013740', '72308493775']",obs,
68,2005-03-10,1110430800,8.6,-4.0,2.6,6.1,-4.2,0.8,-8.7,45.08,0.0,,0.0,,,,,21.6,191.6,1009.8,59.6,16.0,,,0.0,06:27:54,1110454074,18:12:31,1110496351,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['99999993775', '72401013740', '72308493775']",obs,
69,2005-03-11,1110517200,13.5,-0.4,6.7,13.5,-3.9,4.7,1.2,70.46,1.94,,12.5,,,,53.6,30.6,219.9,1001.4,65.2,15.4,,,0.0,06:26:26,1110540386,18:13:28,1110582808,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['99999993775', '72401013740', '72308493775']",obs,
70,2005-03-12,1110603600,13.2,0.3,6.8,13.2,-3.9,4.7,-2.5,53.01,0.0,,0.0,,,,53.6,29.5,273.8,1001.3,67.1,16.0,,,0.0,06:24:57,1110626697,18:14:24,1110669264,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['99999993775', '72401013740', '72308493775']",obs,
71,2005-03-13,1110690000,11.9,3.6,7.3,11.9,1.2,5.9,-0.1,60.68,1.28,,16.67,,,,,15.0,68.5,1009.5,86.1,15.8,,,0.0,06:23:28,1110713008,18:15:21,1110755721,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['99999993775', '72401013740', '72308493775']",obs,
72,2005-03-14,1110776400,10.1,1.4,4.3,10.1,-1.1,2.6,-1.6,70.51,5.58,,20.83,,,,,17.7,192.8,1015.9,50.3,12.2,,,0.0,06:21:59,1110799319,18:16:17,1110842177,0.1,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"['99999993775', '72401013740', '72308493775']",obs,
73,2005-03-15,1110862800,11.4,-1.4,4.5,11.4,-3.3,3.5,-5.2,51.49,0.0,,0.0,,,,,19.9,246.4,1021.5,27.9,16.0,,,0.0,06:20:29,1110885629,18:17:13,1110928633,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['99999993775', '72401013740', '72308493775']",obs,
74,2005-03-16,1110949200,7.1,3.4,4.9,7.1,1.2,3.8,-0.8,68.95,0.0,,0.0,,,,,14.5,142.7,1020.5,89.0,14.7,,,0.0,06:18:59,1110971939,18:18:09,1111015089,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['99999993775', '72401013740', '72308493775']",obs,
75,2005-03-17,1111035600,4.7,1.3,3.1,3.9,-1.6,1.6,2.2,93.92,2.13,,29.17,,,,,15.2,78.3,1017.1,95.1,10.1,,,0.0,06:17:29,1111058249,18:19:05,1111101545,0.24,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['99999993775', '72401013740', '72308493775']",obs,
76,2005-03-18,1111122000,14.9,-1.8,6.5,14.9,-1.8,6.1,1.1,73.14,0.0,,0.0,,,,,10.9,207.1,1017.6,21.1,10.8,,,0.0,06:15:58,1111144558,18:20:00,1111188000,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['99999993775', '72401013740', '72308493775']",obs,
77,2005-03-19,1111208400,17.5,0.7,10.1,17.5,0.2,9.7,3.4,67.75,2.16,,12.5,,,,,26.6,193.3,1019.7,52.3,14.9,,,0.0,06:14:28,1111230868,18:20:55,1111274455,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['99999993775', '72401013740', '72308493775']",obs,
78,2005-03-20,1111294800,17.1,6.8,11.2,17.1,5.8,10.6,7.8,82.07,1.37,,12.5,,,,,17.4,206.0,1015.9,68.9,9.5,,,0.0,06:12:57,1111317177,18:21:51,1111360911,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['99999993775', '72401013740', '72308493775']",obs,
79,2005-03-21,1111381200,15.7,-0.3,8.3,15.7,-0.3,7.9,0.4,62.18,0.0,,0.0,,,,,16.9,218.7,1018.1,35.4,14.5,,,0.0,06:11:27,1111403487,18:22:46,1111447366,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['99999993775', '72401013740', '72308493775']",obs,
